,건축년도,주택유형,본번,부번,층,도로명,단지명,전용면적...,시군구
271,1996,아파트,66,0,1,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
272,1996,아파트,66,0,1,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
273,1996,아파트,66,0,2,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
274,1996,아파트,66,0,2,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
275,1996,아파트,66,0,2,서수원로 607,강남,134.73,경기도 수원시 권선구 금곡동
276,1996,아파트,66,0,3,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
277,1996,아파트,66,0,3,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
278,1996,아파트,66,0,4,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
279,1996,아파트,66,0,4,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
280,1996,아파트,66,0,5,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
281,1996,아파트,66,0,6,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
282,1996,아파트,66,0,6,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
283,1996,아파트,66,0,7,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
284,1996,아파트,66,0,8,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
285,1996,아파트,66,0,9,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
286,1996,아파트,66,0,10,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
287,1996,아파트,66,0,10,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
288,1996,아파트,66,0,11,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
289,1996,아파트,66,0,11,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
290,1996,아파트,66,0,12,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
291,1996,아파트,66,0,12,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
292,1996,아파트,66,0,12,서수원로 607,강남,134.73,경기도 수원시 권선구 금곡동
293,1996,아파트,66,0,13,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
294,1996,아파트,66,0,13,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
295,1996,아파트,66,0,14,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
296,1996,아파트,66,0,15,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
297,1996,아파트,66,0,15,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
298,1996,아파트,66,0,16,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
299,1996,아파트,66,0,16,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
300,1996,아파트,66,0,17,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
301,1996,아파트,66,0,17,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
302,1996,아파트,66,0,18,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
303,1996,아파트,66,0,19,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
304,1996,아파트,66,0,19,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
305,1996,아파트,66,0,20,서수원로 607,강남,59.81,경기도 수원시 권선구 금곡동
306,1996,아파트,66,0,20,서수원로 607,강남,84.645,경기도 수원시 권선구 금곡동
307,2009,아파트,69,2,2,영화로85번길 21,정자2차희성연인,84.946,경기도 수원시 장안구 정자동
308,2009,아파트,69,2,6,영화로85번길 21,정자2차희성연인,84.946,경기도 수원시 장안구 정자동
309,2005,아파트,69,45,1,영화로71번길 24,수원정자금강에스쁘아,59.906,경기도 수원시 장안구 정자동
310,2005,아파트,69,45,9,영화로71번길 24,수원정자금강에스쁘아,84.975,경기도 수원시 장안구 정자동
311,2005,아파트,69,45,11,영화로71번길 24,수원정자금강에스쁘아,73.615,경기도 수원시 장안구 정자동
312,2005,아파트,69,45,14,영화로71번길 24,수원정자금강에스쁘아,73.615,경기도 수원시 장안구 정자동
313,1983,아파트,71,1,1,동수원로537번길 50,아주,56.67,경기도 수원시 영통구 원천동
314,1983,아파트,71,1,1,동수원로537번길 50,아주,71.25,경기도 수원시 영통구 원천동
315,1983,아파트,71,1,2,동수원로537번길 50,아주,56.67,경기도 수원시 영통구 원천동
316,1983,아파트,71,1,4,동수원로537번길 50,아주,56.67,경기도 수원시 영통구 원천동
317,1983,아파트,71,1,5,동수원로537번길 50,아주,56.67,경기도 수원시 영통구 원천동
318,1983,아파트,71,1,5,동수원로537번길 50,아주,71.25,경기도 수원시 영통구 원천동
319,2006,아파트,74,7,5,장안로75번길 62,희성연인,84.914,경기도 수원시 장안구 정자동
320,1995,아파트,76,7,2,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
321,1995,아파트,76,7,7,아주로 17,우만동삼성래미안,84.75,경기도 수원시 팔달구 우만동
322,1995,아파트,76,7,8,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
323,1995,아파트,76,7,10,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
324,1995,아파트,76,7,11,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
325,1995,아파트,76,7,12,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
326,1995,아파트,76,7,13,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
327,1995,아파트,76,7,14,아주로 17,우만동삼성래미안,59.4,경기도 수원시 팔달구 우만동
328,2007,아파트,77,67,3,매산로126번길 12-11,계림,79.44,경기도 수원시 팔달구 매교동
329,1998,아파트,79,0,1,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
330,1998,아파트,79,0,1,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
331,1998,아파트,79,0,2,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
332,1998,아파트,79,0,2,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
333,1998,아파트,79,0,3,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
334,1998,아파트,79,0,3,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
335,1998,아파트,79,0,4,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
336,1998,아파트,79,0,5,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
337,1998,아파트,79,0,6,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
338,1998,아파트,79,0,6,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
339,1998,아파트,79,0,7,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
340,1998,아파트,79,0,7,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
341,1998,아파트,79,0,8,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
342,1998,아파트,79,0,8,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
343,1998,아파트,79,0,9,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
344,1998,아파트,79,0,9,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
345,1998,아파트,79,0,10,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
346,1998,아파트,79,0,10,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
347,1998,아파트,79,0,11,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
348,1998,아파트,79,0,12,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
349,1998,아파트,79,0,13,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
350,1998,아파트,79,0,13,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
351,1998,아파트,79,0,14,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
352,1998,아파트,79,0,14,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
353,1998,아파트,79,0,15,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
354,1998,아파트,79,0,15,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
355,1998,아파트,79,0,16,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
356,1998,아파트,79,0,16,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
357,1998,아파트,79,0,17,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
358,1998,아파트,79,0,17,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
359,1998,아파트,79,0,18,서수원로 589,삼익3,59.34,경기도 수원시 권선구 금곡동
360,1998,아파트,79,0,18,서수원로 589,삼익3,84.97,경기도 수원시 권선구 금곡동
361,2003,아파트,79,30,4,팔달로153번길 25-8,익주,30.8222,경기도 수원시 팔달구 화서동
362,2008,아파트,80,18,1,영화로71번길 3,눈e부신,59.94,경기도 수원시 장안구 정자동
363,2008,아파트,80,18,4,영화로71번길 3,눈e부신,59.94,경기도 수원시 장안구 정자동
364,2008,아파트,80,18,6,영화로71번길 3,눈e부신,59.94,경기도 수원시 장안구 정자동
365,2008,아파트,80,18,9,영화로71번길 3,눈e부신,59.94,경기도 수원시 장안구 정자동
366,2008,아파트,80,18,10,영화로71번길 3,눈e부신,59.94,경기도 수원시 장안구 정자동
367,2008,아파트,80,18,15,영화로71번길 3,눈e부신,59.94,경기도 수원시 장안구 정자동
368,1998,아파트,82,5,1,매실로 61,삼익2차,84.92,경기도 수원시 권선구 호매실동
369,1998,아파트,82,5,3,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
370,1998,아파트,82,5,3,매실로 61,삼익2차,84.99,경기도 수원시 권선구 호매실동
371,1998,아파트,82,5,4,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
372,1998,아파트,82,5,5,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
373,1998,아파트,82,5,6,매실로 61,삼익2차,84.92,경기도 수원시 권선구 호매실동
374,1998,아파트,82,5,7,매실로 61,삼익2차,84.99,경기도 수원시 권선구 호매실동
375,1998,아파트,82,5,8,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
376,1998,아파트,82,5,9,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
377,1998,아파트,82,5,9,매실로 61,삼익2차,84.99,경기도 수원시 권선구 호매실동
378,1998,아파트,82,5,11,매실로 61,삼익2차,84.92,경기도 수원시 권선구 호매실동
379,1998,아파트,82,5,11,매실로 61,삼익2차,84.99,경기도 수원시 권선구 호매실동
380,1998,아파트,82,5,14,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
381,1998,아파트,82,5,14,매실로 61,삼익2차,84.92,경기도 수원시 권선구 호매실동
382,1998,아파트,82,5,16,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
383,1998,아파트,82,5,16,매실로 61,삼익2차,84.92,경기도 수원시 권선구 호매실동
384,1998,아파트,82,5,17,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
385,1998,아파트,82,5,18,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
386,1998,아파트,82,5,18,매실로 61,삼익2차,84.92,경기도 수원시 권선구 호매실동
387,1998,아파트,82,5,19,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
388,1998,아파트,82,5,20,매실로 61,삼익2차,59.4,경기도 수원시 권선구 호매실동
389,1980,아파트,84,1,3,화양로38번길 136-4,칠성,67.5,경기도 수원시 팔달구 화서동
390,1980,아파트,84,1,4,화양로38번길 136-4,칠성,67.5,경기도 수원시 팔달구 화서동
391,1980,아파트,84,1,5,화양로38번길 136-4,칠성,67.5,경기도 수원시 팔달구 화서동
392,2005,아파트,84,5,7,갓매산로19번길 29,이건,84.06,경기도 수원시 팔달구 매산로2가
393,2012,아파트,85,3,4,중부대로239번길 5,우만R타워,18.42,경기도 수원시 팔달구 우만동
394,2012,아파트,85,3,4,중부대로239번길 5,우만R타워,19.18,경기도 수원시 팔달구 우만동
395,2012,아파트,85,3,6,중부대로239번길 5,우만R타워,19.18,경기도 수원시 팔달구 우만동
396,2012,아파트,85,3,9,중부대로239번길 5,우만R타워,19.18,경기도 수원시 팔달구 우만동
397,1999,아파트,90,0,1,권선로 477,대한대우,59.84,경기도 수원시 팔달구 매산로2가
398,1999,아파트,90,0,1,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
399,1999,아파트,90,0,1,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
400,1999,아파트,90,0,1,권선로 477,대한대우,84.99,경기도 수원시 팔달구 매산로2가
401,1999,아파트,90,0,1,권선로 477,대한대우,134.94,경기도 수원시 팔달구 매산로2가
402,1999,아파트,90,0,2,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
403,1999,아파트,90,0,2,권선로 477,대한대우,84.99,경기도 수원시 팔달구 매산로2가
404,1999,아파트,90,0,2,권선로 477,대한대우,134.94,경기도 수원시 팔달구 매산로2가
405,1999,아파트,90,0,2,권선로 477,대한대우,154.11,경기도 수원시 팔달구 매산로2가
406,1999,아파트,90,0,3,권선로 477,대한대우,59.84,경기도 수원시 팔달구 매산로2가
407,1999,아파트,90,0,3,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
408,1999,아파트,90,0,3,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
409,1999,아파트,90,0,4,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
410,1999,아파트,90,0,4,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
411,1999,아파트,90,0,4,권선로 477,대한대우,134.94,경기도 수원시 팔달구 매산로2가
412,1999,아파트,90,0,5,권선로 477,대한대우,59.84,경기도 수원시 팔달구 매산로2가
413,1999,아파트,90,0,5,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
414,1999,아파트,90,0,5,권선로 477,대한대우,84.99,경기도 수원시 팔달구 매산로2가
415,1999,아파트,90,0,5,권선로 477,대한대우,134.94,경기도 수원시 팔달구 매산로2가
416,1999,아파트,90,0,6,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
417,1999,아파트,90,0,6,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
418,1999,아파트,90,0,6,권선로 477,대한대우,84.99,경기도 수원시 팔달구 매산로2가
419,1999,아파트,90,0,7,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
420,1999,아파트,90,0,7,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
421,1999,아파트,90,0,7,권선로 477,대한대우,134.94,경기도 수원시 팔달구 매산로2가
422,1999,아파트,90,0,7,권선로 477,대한대우,154.11,경기도 수원시 팔달구 매산로2가
423,1999,아파트,90,0,8,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
424,1999,아파트,90,0,8,권선로 477,대한대우,84.99,경기도 수원시 팔달구 매산로2가
425,1999,아파트,90,0,9,권선로 477,대한대우,59.95,경기도 수원시 팔달구 매산로2가
426,1999,아파트,90,0,9,권선로 477,대한대우,84.97,경기도 수원시 팔달구 매산로2가
427,1999,아파트,90,0,9,권선로 477,대한대우,84.99,경기도 수원시 팔달구 매산로2가
